"テーマ情報
4D042,○,ＦＩ,蒸留,(B01D3/00-8/00),4D076に統合（H05）,,,,
4D043,,Ｆ,穀粒の調整加工処理                                                                                                                                                                                                                                                                                                                                                                  ,"B02B1/00-7/02,109","4D043,4D044統合（H08）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",○,,,
4D044,○,Ｆ,穀粒の調製加工処理（２）,(B02B5/00-7/02109),4D043に統合,○,,1996,
4D045,,ＦＩ,スケール防止                                                                                                                                                                                                                                                                                                                                                                           ,C02F5/00-5/14@Z,ＦＩ化（H06）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1994,
4D046,,ＦＩ,水・廃水の多段階処理                                                                                                                                                                                                                                                                                                                                                               ,C02F9/00-9/20,ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
4D047,,Ｆ,深冷分離                                                                                                                                                                                                                                                                                                                                                                                 ,F25J1/00-5/00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D048,○,Ｆ,触媒による排ガス処理                                                                                                                                                                                                                                                                                                                                                               ,"(B01D53/73,500;53/86-53/90;53/94-53/94,400;53/96,500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     )",4D148へ変更（H27）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,○,,,
4D049,,ＦＩ,殺菌剤による水の殺菌処理                                                                                                                                                                                                                                                                                                                                                         ,"C02F1/50-1/50,560@Z",ＦＩ化（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1993,
4D050,,Ｆ,酸化・還元による水処理                                                                                                                                                                                                                                                                                                                                                            ,C02F1/70-1/78,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D051,,Ｆ,浮遊物の除去                                                                                                                                                                                                                                                                                                                                                                           ,C02F1/40-1/40@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D052,,Ｆ,ガスの乾燥                                                                                                                                                                                                                                                                                                                                                                              ,B01D53/26-53/28,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D053,,Ｆ,サイクロン                                                                                                                                                                                                                                                                                                                                                                              ,B04C1/00-11/00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D054,,部分Ｆ,静電分離                                                                                                                                                                                                                                                                                                                                                                                 ,B03C3/00-11/00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D055,,ＦＩ,晶析                                                                                                                                                                                                                                                                                                                                                                                       ,B01D9/00-9/04,ＦＩ化（H06）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,○,,1994,
4D056,,Ｆ,抽出、液体の置換                                                                                                                                                                                                                                                                                                                                                                     ,B01D11/00-12/00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D057,,Ｆ,遠心分離機                                                                                                                                                                                                                                                                                                                                                                              ,B04B1/00-15/12,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D058,,Ｆ,ガス中の分散粒子の濾過                                                                                                                                                                                                                                                                                                                                                            ,B01D46/00-46/90,リスト再作成旧4D013（H01）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D059,,Ｆ,汚泥処理                                                                                                                                                                                                                                                                                                                                                                                 ,C02F11/00-11/20,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D060,,ＦＩ,その他のガス分離（電気的効果など）、制御                                                                                                                                                                                                                                                                                                                                 ,B01D53/00;53/24;53/30-53/32,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,
4D061,,Ｆ,電気・磁気による水処理                                                                                                                                                                                                                                                                                                                                                            ,C02F1/46-1/48@Z,リスト再作成（H10）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,○,,,
4D062,○,Ｆ,凝集または沈澱による水処理,（C02F1/52-1/56@Z）,4D015へ統合（H12）,○,,2000,
4D063,,Ｆ,破砕・粉砕（１）                                                                                                                                                                                                                                                                                                                                                                     ,B02C1/00-7/18;15/00-17/24,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D064,○,Ｆ,特殊濾過機                                                                                                                                                                                                                                                                                                                                                                              ,(B01D35/00-35/04;35/08-35/30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ),4D116へ統合（H28）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,○,,,
4D065,,Ｆ,破砕・粉砕（２）                                                                                                                                                                                                                                                                                                                                                                     ,B02C13/00-13/31;18/00-18/38,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D066,○,Ｆ,濾過工程・プレコート                                                                                                                                                                                                                                                                                                                                                               ,(B01D36/00-37/08                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ),4D116へ統合（H28）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,○,,,
4D067,,Ｆ,破砕・粉砕（３）                                                                                                                                                                                                                                                                                                                                                                     ,B02C9/00-11/08;19/00-25/00@Z,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D068,,ＦＩ,浮遊選別、差別沈降                                                                                                                                                                                                                                                                                                                                                                  ,B03D1/00-3/06,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,
4D069,,ＦＩ,電気・磁気を利用した濾過機、その他の分離                                                                                                                                                                                                                                                                                                                                 ,B01D35/06-35/06@Z;43/00-43/00@Z;57/00-57/02,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,
4D070,,ＦＩ,磁気分離                                                                                                                                                                                                                                                                                                                                                                                 ,B03C1/00-1/32,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,,,,
4D071,,Ｆ,液体又は風力による固体相互の分離                                                                                                                                                                                                                                                                                                                                             ,B03B1/00-13/06,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D072,○,Ｆ,二流体噴霧,(B05B7/00-7/32),4F033へ統合（H09）,○,,1997,
4D073,,Ｆ,噴霧設備又は装置の細部及びその付属品                                                                                                                                                                                                                                                                                                                                       ,B05B12/16-12/36;14/00-16/80,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D074,,Ｆ,特殊噴霧装置                                                                                                                                                                                                                                                                                                                                                                           ,B05B17/00-17/08,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D075,,Ｆ,流動性材料の適用方法、塗布方法                                                                                                                                                                                                                                                                                                                                                ,B05D1/00-7/26,4F004統合（H08）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,○,,,
4D076,,Ｆ,蒸発、蒸留、凝縮、昇華、コールドトラップ                                                                                                                                                                                                                                                                                                                                 ,B01B1/00-1/08;B01D1/00-8/00@Z,"4D035,4D042統合リスト作成（H05）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",○,,,
4D077,,Ｆ,乳化剤、分散剤、起泡剤、湿潤剤                                                                                                                                                                                                                                                                                                                                                ,C09K23/00-23/56,リスト再作成旧4G038（H09）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,○,,,
4D116,,Ｆ,液体の濾過                                                                                                                                                                                                                                                                                                                                                                              ,B01D23/00-35/04;35/08-37/08,"リスト再作成（H28）、4D016,4D018,4D026,4D041,4D064,4D066統合（H28）、再解析予定または再解析中                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",○,,,○
4D148,,Ｆ,触媒による排ガス処理                                                                                                                                                                                                                                                                                                                                                               ,"B01D53/73,500;53/86-53/90;53/94-53/94,400;53/96,500",リスト部分改訂旧4D048（H27）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,○,,,
4D624,,Ｆ,収着による水処理                                                                                                                                                                                                                                                                                                                                                                     ,C02F1/28-1/28@Z,リスト再作成旧4D024（H18）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,○,,,
4E001,,部分Ｆ,アーク溶接一般                                                                                                                                                                                                                                                                                                                                                                        ,"B23K9/00-9/00,109;9/007-9/013@Z;9/04-9/04@Z;9/14-10/00,501@Z;10/00,504-10/02,501@Z","4E001,4E078,4E079統合（H06）                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",○,,,
